Name of Restaurant,Location,Cuisine,Top Dishes,Price for 2,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features
K S B Hot N Cold,Tambaram,['Beverages'],Favourite Dishe,100.0,Not provide Dining,Not provide Dining,3.9,22,"['Home Delivery', 'Standing Tables', 'Free Parking', 'Indoor Seating']"
Maha Raja Ice Cream,Sowcarpet,['Ice Cream'],Favourite Dishe,100.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Hotel Velan Chettinad,Maduravoyal,['South Indian'],Favourite Dishe,200.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
Hotel New Bharath,K.K. Nagar,"['North Indian', ' Chinese']",Favourite Dishe,300.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Sri Krunas Hotel,Saligramam,"['Mangalorean', ' South Indian']",Favourite Dishe,150.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Breakfast', 'Indoor Seating']"
Nutty Bunny,Gopalapuram,"['Fast Food', ' Beverages', ' Tea']",Favourite Dishe,300.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Indoor Seating', 'Free Parking']"
Speedy Chow,Nungambakkam,['Chinese'],Favourite Dishe,250.0,Not provide Dining,Not provide Dining,Not provide Dining,0,['Delivery Only']
Food Klub,Madipakkam,"['Fast Food', ' Burger', ' Juices']",Favourite Dishe,350.0,Not provide Dining,Not provide Dining,Not provide Dining,0,['Home Delivery']
Madras Kitchen,Alwarpet,['South Indian'],Favourite Dishe,200.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Mathi Chettinadu Hotel,Selaiyur,"['Biryani', ' Chettinad', ' Chinese', ' Fast Food', ' South Indian']",Favourite Dishe,250.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Breakfast', 'Free Parking', 'Indoor Seating', 'Free Wifi', 'Catering Available', 'Wifi']"
Hotel A.R.Udhayam,Vandalur,"['Chinese', ' South Indian']",Favourite Dishe,200.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Breakfast', 'Indoor Seating']"
Sdl Juice Box,Mylapore,"['Beverages', ' Juices']",Favourite Dishe,200.0,Not provide Dining,Not provide Dining,Not provide Dining,0,['Outdoor Seating']
Eat Pod,Kanchipuram District,"['Chinese', ' Biryani']",Favourite Dishe,400.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Swamys Mess and Catering,Kanchipuram District,['South Indian'],Favourite Dishe,150.0,Not provide Dining,Not provide Dining,3.2,32,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
The Food Factory,T. Nagar,"['Fast Food', ' Beverages']",Favourite Dishe,450.0,Not provide Dining,Not provide Dining,Not provide Dining,0,['Home Delivery']
A and B Salads Shop,Madipakkam,['Fast Food'],Favourite Dishe,150.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Home Delivery', 'Standing Tables']"
Thickshake By Creamy Inn,Chetpet,['Beverages'],Favourite Dishe,250.0,Not provide Dining,Not provide Dining,Not provide Dining,0,['Home Delivery']
Gowtham Mess,St. Thomas Mount,['South Indian'],Favourite Dishe,150.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Breakfast', 'Indoor Seating']"
Thaalipu,Taramani,"['Chinese', ' Fast Food']",Favourite Dishe,200.0,Not provide Dining,Not provide Dining,Not provide Dining,0,['Home Delivery']
P K Burgers & Sandwich,Selaiyur,"['Burger', ' Sandwich', ' Fast Food']",Favourite Dishe,400.0,Not provide Dining,Not provide Dining,3.9,21,"['Home Delivery', 'Indoor Seating']"
Bismi Biriyani Centre,Mahabalipuram,['Biryani'],Favourite Dishe,150.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Home Delivery', 'Indoor Seating']"
Ambience,Poonamalle,"['South Indian', ' North Indian', ' Chinese', ' Fast Food']",Favourite Dishe,300.0,Not provide Dining,Not provide Dining,Not provide Dining,0,['Indoor Seating']
Game Of Kebabs,Pallikaranai,"['North Indian', ' Kebab', ' Pizza', ' Mangalorean', ' Beverages']",Favourite Dishe,500.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']"
Arabian Chef,Perungudi,['Arabian'],Favourite Dishe,300.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Home Delivery', 'Indoor Seating']"
Hot Blend,Abhiramapuram,"['Beverages', ' Juices']",Favourite Dishe,250.0,Not provide Dining,Not provide Dining,3.9,33,['Home Delivery']
Pasikettha Rusi,Tambaram,"['Chettinad', ' South Indian']",Favourite Dishe,250.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Indoor Seating', 'Table Reservation Not Required']"
City Cafe,Medavakkam,['Beverages'],Favourite Dishe,300.0,Not provide Dining,Not provide Dining,Not provide Dining,0,['Home Delivery']
T Spot,Parrys,"['Fast Food', ' Beverages']",Favourite Dishe,200.0,Not provide Dining,Not provide Dining,3.9,18,"['Home Delivery', 'Standing Tables']"
Kone Zone,Adyar,"['Bakery', ' Fast Food']",Favourite Dishe,300.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Indoor Seating', 'Desserts and Bakes']"
On the (S)pot,Koyambedu,"['Chettinad', ' North Indian', ' Chinese', ' Biryani']",Favourite Dishe,500.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Oru Plate Fullu,Chromepet,['Chinese'],Favourite Dishe,200.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Standing Tables', 'Indoor Seating']"
Amul Scooping Parlour,Alwarpet,"['Desserts', ' Ice Cream']",Favourite Dishe,300.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
Mera Hyderabadi Biryani,Porur,"['Biryani', ' Chinese']",Favourite Dishe,250.0,Not provide Dining,Not provide Dining,Not provide Dining,0,['Indoor Seating']
Kittcatt,Poonamalle,"['Sandwich', ' Fast Food', ' Wraps']",Favourite Dishe,400.0,Not provide Dining,Not provide Dining,Not provide Dining,0,['Delivery Only']
Enga Ooru Saapadu - The Taste Of Kilakarai,Nungambakkam,['South Indian'],Favourite Dishe,500.0,Not provide Dining,Not provide Dining,Not provide Dining,0,['Delivery Only']
Bellyful,Thiruvallur,"['Biryani', ' Arabian', ' South Indian']",Favourite Dishe,300.0,Not provide Dining,Not provide Dining,Not provide Dining,0,['Indoor Seating']
A.R. Chicken Biriyani,Park Town,"['Biryani', ' South Indian']",Favourite Dishe,250.0,Not provide Dining,Not provide Dining,Not provide Dining,0,['Indoor Seating']
Hotel Jeevankumar,Taramani,['South Indian'],Favourite Dishe,200.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Home Delivery', 'Indoor Seating']"
Hotel Shanmugha Bhavan,Maduravoyal,"['South Indian', ' Chinese']",Favourite Dishe,200.0,Not provide Dining,Not provide Dining,3.4,21,"['Home Delivery', 'Indoor Seating']"
Ambur Briyani,Nungambakkam,['Biryani'],Favourite Dishe,200.0,Not provide Dining,Not provide Dining,Not provide Dining,0,['Indoor Seating']
The Fution Food,Ambattur,"['Chinese', ' Lebanese', ' BBQ', ' Juices']",Favourite Dishe,350.0,Not provide Dining,Not provide Dining,Not provide Dining,0,['Home Delivery']
Renuga Tiffin Center,Mogappair,['South Indian'],Favourite Dishe,100.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Breakfast', 'Indoor Seating']"
Ani's Hunger Stop,Egmore,"['Street Food', ' Fast Food']",Favourite Dishe,150.0,Not provide Dining,Not provide Dining,3.9,28,['Home Delivery']
Bombay Biriyani,Ekkaduthangal,"['Biryani', ' Fast Food']",Favourite Dishe,250.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Home Delivery', 'Indoor Seating']"
Virundali,Kanchipuram District,"['Chettinad', ' South Indian', ' North Indian']",Favourite Dishe,650.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Home Delivery', 'Indoor Seating']"
Nellai Juice Korner,Kodambakkam,['Juices'],Favourite Dishe,100.0,Not provide Dining,Not provide Dining,Not provide Dining,0,['Takeaway Only']
Dilkush Cafe,Alandur,"['Fast Food', ' Beverages']",Favourite Dishe,200.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Noofo Paan,Vepery,['Paan'],Favourite Dishe,100.0,Not provide Dining,Not provide Dining,Not provide Dining,0,['Delivery Only']
Wow Burgers And Shakes,Arumbakkam,"['Burger', ' Beverages', ' Sandwich']",Favourite Dishe,180.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Home Delivery', 'Indoor Seating']"
Shree Annam Catering Services,Ambattur,['South Indian'],Favourite Dishe,150.0,Not provide Dining,Not provide Dining,Not provide Dining,0,"['Breakfast', 'Delivery Only', 'Vegetarian Only']"
